episode,#,question,answer,filename
,9,КАКО СУ СЕ У СТАРОМ РИМУ ЗВАЛИ РАСКАЛАШНИ ФЕСТИВАЛИ ВИНА У ЧАСТ БОГА БАХУСА?,БАХАНАЛИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,10,РОЏЕР ФЕДЕРЕР ЈЕ ПОСТАО ДРУГИ ТЕНИСЕР СА СТО И ВИШЕ ТИТУЛА У СИНГЛУ У ОПЕН -РИ. КОЈИ АМЕРИКАНАЦ ИХ ИМА СТО ДЕВЕТ?,ЏИМИ КОНОРС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
2019.05.18 Slagalica.mp4,,,,
,1,КО ЈЕ КОМПОНОВАО МУЗИКУ ХИМНЕ РЕПУБЛИКЕ СРБИЈЕ „БОЖЕ ПРАВДЕ“?,ДАВОРИН ЈЕНКО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,2,КО ЈЕ АУТОР РОМАНА „КУМ“ И КОСЦЕНАРИСТА ИСТОИМЕНОГ ФИЛМСКОГ КЛАСИКА?,МАРИО ПУЗО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,3,"ЛЕЊИВЦИ ЖИВЕ У ПРИРОДИ НА ПОДРУЧЈУ АФРИКЕ, АЗИЈЕ ИЛИ АМЕРИКЕ?",АМЕРИКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,4,КАКО СЕ ЗОВЕ РЕЖИСЕР ФИЛМА „ХАДЕРСФИЛД“ И ТВ СЕРИЈЕ „КОРЕНИ“?,ИВАН ЖИВКОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,5,КАКО СЕ ЗОВЕ НАУЧНА ДИСЦИПЛИНА КОЈА СЕ БАВИ ПРОУЧАВАЊЕМ ЗАСТАВА?,ВЕКСИЛОЛОГИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,6,КОЈА ДРЖАВА ЈЕ У ПОТПУНОСТИ ОКРУЖЕН; ГЕРИТОРИЈОМ ЈУЖНОАФРИЧКЕ РЕПУБЛИКЕ?,ЛЕСОТО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,7,ОД КОЈЕ ЖИТАРИЦЕ СЕ ДОБИЈА ПРИРОДНИ ЗАСЛАЋИВАЧ МАЛТЕКС?,ОД ЈЕЧМА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,8,КАКО СЕ ЗВАЛА РУСКА КРСТАРИЦА СА КОЈЕ ЈЕ ИСПАЉЕН ПЛОТУН КАО ЗНАК ЗА ПОЧЕТА! ОКТОБАРСКЕ РЕВОЛУЦИЈЕ?,АУРОРА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,9,КРАЈ КОГ ГРАДА СЕ НАЛАЗИ МАНАСТИР ХЕРЦЕГОВАЧКА ГРАЧАНИЦА?,КРАЈ ТРЕБИЊА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
,10,КОЈИ СРПСКИ СКАКАЧ УДАЉ ЈЕ НА ЕВРОПСКОМ ПРВЕНСТВУ У ДВОРАНИ 2019. ГОДИНЕ ОСВОЈИО БРОНЗАНУ МЕДАЉУ?,СТРАХИЊА ЈОВАНЧЕВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.18 Slagalica.mp4
2019.05.19 Slagalica.mp4,,,,
,1,КОЈИ РУМУНСКИ ГРАД НА РЕЦИ БЕГЕЈ ЈЕ НАЈВЕЋИ ГРАД БАНАТА?,ТЕМИШВАР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,2,"УКОЈОЈ БИЦИ ЈЕ ПОГИМЛУ О КОМАНДА Н ГВОЗДЕНОГ ПУКА МИЛИВОЈЕ СТОЈАНОВИЋ, КОМ ЈЕ БИНИЧКИ ПОСВЕТИО „МАРШ НА ДРИНУ“?",У КОЛУБАРСКОЈ БИЦИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,3,КОЈА ПЛАНЕТА СУНЧЕВОГ СИСТЕМА ИМА НАЈВИШУ ПРОСЕЧНУ ТЕМПЕРАТУРУ?,ВЕНЕРА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,4,КОЈУ РЕЧ НЕМАЧКОГ ПОРЕКЛА КОРИСТИМО ЗА ВРТЕШКУ У ЗАБАВНИМ ПАРКОВИМА?,РИНГИШПИЛ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,5,"ДУШАНКА СИФНИОС БИЛА ЈЕ НАША СЛАВН/; ГЛУМИЦА, БАЛЕРИНА ИЛИ ВАЈАРКА?",БАЛЕРИНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,6,КОЈЕ ЖЕНСКО ИМЕ ПРЕДСТАВЉА НАЗИВ ПРВОГ РОМАНА СТИВЕНА КИНГА И ХОРОР ФИЛМА СНИМЉЕНОГ ПО ЊЕМУ?,КЕРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,7,"КОЈИ ЈЕ БУГАРСКИ Г РАД, ДРУГ VI 1 IJ ВЕЛИЧИНИ У ЗЕМЉИ, ЈЕДНА ОД ДВЕ ЕВРОПСКЕ ПРЕСТОНИЦЕ КУЛТУРЕ ЗА 2019. ГОДИНУ?",ПЛОВДИВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,8,"МПАЗБАМА I IO ИТАЛИЈАНСКОЈ РЕЧИ ЗА СОБУ“, КАКО СЕ НАЗИВА КЛАСИЧНА МУЗИК. НАМЕЊЕНА МАЊЕМ БРОЈУ ИЗВОЂАЧА И СЛУШАЛАЦА?",КАМЕРНА МУЗИКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,9,ЧИЈИ ЈЕ РАТНИК У НАСЛОВУ ДОМАЋЕГ ФИЛМА СТЕВАНА ФИЛИПОВИЋА ИЗ 2006. ГОДИНЕ?,ШЕЈТАНОВ (РАТНИК),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
,10,КОЈИ ШВЕДСКИ СКИЈАШ ЈЕ РЕКОРДЕР СВЕТСКОГ КУПА С 86 ПОБЕДА ОД 1974. ДО 1989. ГОДИНЕ?,ИНГЕМАР СТЕНМАРК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.19 Slagalica.mp4
2019.05.20 Slagalica.mp4,,,,
,1,"ГОЧ ИЛИ ТАПАН СПАДА У УДАРАЧКЕ, ДУВАЧКЕ ИЛИ ЖИЧАНЕ ИНСТРУМЕНТЕ?",УДАРАЧКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,2,"""АКО СЕ, ПО АМЕРИЧКОМ СЕИЗМОЛОГУ, 30В СКАЛА КОЈА МЕРИ МАГНИТУДУ ЗЕМЉОТРЕСА?",РИХТЕРОВА СКАЛА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,3,КОЈА ПЕСМА МИЛЕТА КИТИЋА ДЕЛИ ИМЕ С ФИЛМОМ У КОМ ЈЕ СЛАВКО ШТИМАЦ ОСТВАРИО ДЕБИТАНТСКУ УЛОГУ ДЕЧАКА РАНКА?,ВУК САМОТЊАК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,4,НА КОМ КОНТИНЕНТУ СЕ НАЛАЗИ ПУСТИЊА ДАНАКИЛ?,У АФРИЦИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,5,"КАКО СЕ ЗВАО РОДОНАЧЕЛНИК СРПСКОГ ВАЈАРСТВА, АУТОР СКУЛПТУРЕ „ТАКОВСКИ УСТАНАК“?",ПЕТАР УБАВКИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,6,"ТЕХНИКА ШПИКОВАЊА КОРИСТИ СЕ У ГРАЂЕВИНАРСТВУ, КУЛИНАРСТВУ ИЛИ ХОРТИКУЛТУРИ?",У КУЛИНАРСТВУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,7,КАКО СЕ ПРЕЗИВАО РУСКИ КНЕЗ ИЗ 18. BEKA ЧИЈА „СЕЛА“ ПРЕДСТАВЉАЈУ МЕТАФОРУ ЗА ОБМАНУ ИЛИ ВАРКУ?,ПОТЕМКИН (ПОТЕМКИНОВА СЕЛА),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,8,"ПОД КОЈИМ ПСЕУДОНИМОМ ЈЕ ПОЗНАТ КЊИЖЕВНИК И ФИЛОЗОФ ФРАНСОА МАРИ АРУЕ, АУТОР ДЕЛА „КАНДИД“?",ВОЛТЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,9,КАКО СЕ У СТАРОМ ЗАВЕТУ НАЗИВА ДРУГА КЊИГА МОЈСИЈЕВА О ЧЕТРДЕСЕТОГОДИШЊЕМ ПУТОВАЊУ ЈЕВРЕЈА ИЗ ЕГИПТА У ОБЕЋАНУ ЗЕМЉУ?,ИЗЛАЗАК (ЕГЗОДУС),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
,10,НА КОЈОЈ РЕЦИ СЕ ОДРЖАВА ГРАДИЦИОНАЛНА ТРКА ЧАМАЦА ОКСФОРД; И КЕМБРИЏА?,НА ТЕМЗИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.20 Slagalica.mp4
2019.05.21 Slagalica.mp4,,,,
,1,"КО ЈЕ НАПИСАО РОМАН ""АЛИСА У ЗЕМЉИ ЧУДА“?",ЛУИС КЕРОЛ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,2,У КОЈОЈ ДРЖАВИ СУ СЕ ТРИДЕСЕТИХ ГОДИНА ДВАДЕСЕТОГ ВЕКА ОДИГРАЛЕ „НОР ДУГИХ НОЖЕВА“ И „КРИСТАЛНА НОЋ“?,У НЕМАЧКОЈ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,3,"АМЕРИЧКИ АСТРОНОМ КЛАЈД ТОМБО ЈЕ 1930. ГОДИНЕ ОТКРИО ЦЕРЕРУ, ЕРИДУ ИЛИ ПЛУТОН?",ПЛУТОН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,4,СТИВЕН ПАТРИК МОРИСИ И ЏОНИ МАР СУ 1982. ГОДИНЕ ОСНОВАЛИ КОЈИ БРИТАНСКИ РОК БЕНД?,СМИТС (THE SMITHS),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,5,МОЈЕ МАРКЕ ЈЕ БИДЈ AJ II OIVIODPVIU КОЈИМ ЈЕ „БЕОГРАДСКИ ФАНТОМ“ ИЗВОДИО АКРОБАЦИЈЕ НА ТРГУ СЛАВИЈА 1979. ГОДИНЕ?,ПОРШЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,6,КОЛИКО ИМА ЗВЕЗДА НА ЗАСТАВИ НОВОГ ЗЕЛАНДА?,ЧЕТИРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,7,"КАКО СЕ ЗОВЕ РЕДИТЕЉ ФИЛМА „ЗАСПАНК; ЗА ВОЈНИКЕ“, СНИМЉЕНОГ ПО МОТИВИМА „СРПСКЕ ТРИЛОГИЈЕ“?",ПРЕДРАГ ГАГА АНТОНИЈЕВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,8,СОЈА РЕЧ ФРАНЦУСКОГ ПОРЕКЛА ОЗНАЧАВ/ ВОЈНОГ БЕГУНЦА?,ДЕЗЕРТЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,9,КОЈИ ИНСТРУМЕНТ СЕ НАЛАЗИ НА ГРБУ РЕПУБЛИКЕ ИРСКЕ?,ХАРФА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
,10,(OJM АУСТРИЈСКИ ТЕНИСЕР ЈЕ 2019. ГОДИН ОСВОЈИО СВОЈ ПРВИ МАСТЕРС ПОБЕДИВШУ ФЕДЕРЕРА У ФИНАЛУ ИНДИЈАН ВЕЛСА?,ДОМИНИК ТИМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.21 Slagalica.mp4
2019.05.22 Slagalica.mp4,,,,
,1,"КОЈА ВЕЋА РЕКА ПРОТИЧЕ КРАЈ СПЕЦИЈАЛНОГ РЕЗЕРВАТА ПРИРОДЕ „ОБЕДСКА БАРА""?",САВА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,2,КОЈИ ГЛУМАЦ ЈЕ ПОСТХУМНО НАГРАЂЕН ОСКАРОМ ЗА УЛОГУ ЏОКЕРА У ФИЛМУ „МРАЧНИ ВИТЕЗ“?,ХИТ ЛЕЏЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,3,СОЈА ДРЖАВА ЈЕ 1908. ГОДИНЕ АНЕКТИРАЛ; БОСНУ И ХЕРЦЕГОВИНУ?,АУСТРОУГАРСКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,4,"АДАКС И ОРИКС СУ РОДОВИ ЖАБА, АНТИЛОПА ИЛИ ЛЕПТИРА?",АНТИЛОПА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,5,"КОЈА НЕМАЧКА ГРУПА, СМАТРАНА ПИОНИРОМ ЕЛЕКТРОНСКЕ МУЗИКЕ, НОСИ ИМЕ ПО ТАМОШЊОЈ РЕЧИ ЗА ЕЛЕКТРАНУ?",КРАФТВЕРК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,6,"„РУСКИ СТАНДАРД“, „СТОЛИЧНАЈА“ И „ПУТИНКА“ СУ БРЕНДОВИ КОГ АЛКОХОЛНОГ ПИЋА?",ВОТКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,7,КАКО СЕ ЗВАЛА ДЕМОКРАТСКА РЕПУБЛИКА КОНГО ОД 1971. ДО 1997. ГОДИНЕ?,ЗАИР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,8,"ДОРОТЕЈА ЛАНГ, ЕНИ ЛИБОВИЦИ ДАЈЕН АРБУС СПАДАЈУ У НАЈЗНАЧАЈНИЈЕ ЖЕНЕ У ИСТОРИЈИ КОЈЕ УМЕТНОСТИ?",ФОТОГРАФИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,9,САКО СЕ У МАТЕМАТИЦИ НАЗИВА ДВОЧЛАНИ АЛГЕБАРСКИ ИЗРАЗ?,БИНОМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
,10,КОЈОМ ЕНГЛЕСКОМ РЕЧЈУ ЗОВЕМО ПРОФЕСИОНАЛНОГ ЈАХАЧА НА КОЊСКИМ ТРКАМА?,ЏОКЕЈ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.22 Slagalica.mp4
2019.05.23 Slagalica.mp4,,,,
,1,"КРОЗ КОЈИ ЕВРОПСКИ ГЛАВНИ ГРАД, ПРОТИЧУ РЕКЕ ШПРЕЈА И ХАФЕЛ?",БЕРЛИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,2,КОЈИ НАШ ПИСАЦ ЈЕ АУТОР КЊИГА „РАНИ ЈАДИ“ И „МАНСАРДА“?,ДАНИЛО КИШ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,3,ПОД КОЈИМ ТРОСЛОВНИМ АКРОНИМОМ ЈЕ ПОЗНАТА ПАЛЕСТИНСКА ОСЛОБОДИЛАЧКА ОРГАНИЗАЦИЈА?,ПЛО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,4,КОЈЕ ЈЕ НАЈВЕЋЕ НЕБЕСКО ТЕЛО У СУНЧЕВОМ СИСТЕМУ?,СУНЦЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,5,ПОД КОЈИМ КРАТКИМ ИМЕНОМ ЈЕ ПОЗНАТ МЕЂУНАРОДНИ ФИЛМСКИ ФЕСТИВАЛ КОЈИ СЕ ОДРЖАВА У БЕОГРАДУ ОД 1971. ГОДИНЕ?,ФЕСТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,6,КАКО СЕ ЗВАО ПРВИ ПРЕДСЕДНИК СЈЕДИЊЕНИХ АМЕРИЧКИХ ДРЖАВА?,ЏОРЏ ВАШИНГТОН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,7,СОЈА ПАНК ГРУПА ИЗ ШАПЦА ИЗВОДИ ПЕСМ „У МАГНОВЕЊУ“ И „ИМА НАС“?,ГОБЛИНИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,8,КОЈА ЛАТИНСКА РЕЧ ОЗНАЧАВА НАСТАВНИ ПЕРИОД ОД ШЕСТ МЕСЕЦИ?,СЕМЕСТАР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,9,"ВИНСОН ЈЕ НАЈВИША ПЛАНИНА, А СИДЛИ НАЈВИШИ ВУЛКАН КОГ КОНТИНЕНТА?",АНТАРКТИКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
,10,КОЈИ АРГЕНТИНАЦ ЈЕ ПЕДЕСЕТИХ ГОДИНА ДВАДЕСЕТОГ ВЕКА ОСВОЈИО ПЕТ ТИТУЛА СВЕТСКОГ ПРВАКА У ФОРМУЛИ 1?,ХУАН МАНУЕЛ ФАНЂО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.23 Slagalica.mp4
2019.05.24 Slagalica.mp4,,,,
,1,"МИЏОР ЈЕ НАЈВИШИ ВРХ СРПСКОГ, А БОТЕВ БУГАРСКОГ ДЕЛА КОЈЕ ПЛАНИНЕ?",СТАРЕ ПЛАНИНЕ / БАЛКАН ПЛАНИНЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,2,"КАКО СЕ У КАТОЛИЧАНСТВУ НАЗИВА ЧИН КОЈИ ПРЕТХОДИ КАНОНИЗАЦИЈИ, КАДА СЕ ОСОБА ПРОГЛАШАВА БЛАЖЕНОМ?",БЕАТИФИКАЦИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,3,КАКО СЕ ЗОВЕ ПАС СТРИП ЈУНАКА ЧАРЛИЈА БРАУНА?,СНУПИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,4,ПО КОМ ВОЋУ ЈЕ НАЗВАНА КИСЕЛИНА ХЕМИЈСКЕ ФОРМУЛЕ CGH8O?,ПО ЛИМУНУ (ЛИМУНСКА КИСЕЛИНА),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,5,"НЕО, МОРФЕУС И ТРИНИТИ СУ ЛИКОВИ ИЗ КОГ ФИЛМСКОГ СЕРИЈАЛА?",МАТРИКС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,6,"ИАКО ДАНАС ПРИПАДА ТУРСКОЈ, КОЈА ПЛАНИНА СЕ НАЛАЗИ У СРЕДИШТУ ГРБА ЈЕРМЕНИЈЕ?",АРАРАТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,7,ИЗ КОЈЕ ДРЖАВЕ ПОТИЧУ ЈЕЛА СУШИ И САШИМИ?,ИЗ ЈАПАНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,8,"КОЈИ ЈЕ СЛАВНИ РУС, КОМПОЗИТОР ОПЕРЕ „РАТ И МИР“ И БАЛЕТА „РОМЕО И ЈУЛИЈА“, УМРО ИСТОГ ДАНА КАДА И СТАЉИН?",СЕРГЕЈ ПРОКОФЈЕВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,9,КОЈУ ТИТУЛУ ЈЕ НОСИО ВРХОВНИ ВЛАДАР ОТОМАНСКОГ ЦАРСТВА?,СУЛТАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
,10,"АКО СЕ ПРЕЗИВАЈУ БРАЋА БОШКО И МИЛКС МАКЕДОНЦИ КОЈИ СУ ИГРАЛИ ФУДБАЛ У ЦРВЕНОЈ ЗВЕЗДИ, ОДНОСНО ПАРТИЗАНУ?",ЂУРОВСКИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.24 Slagalica.mp4
2019.05.25 Slagalica.mp4,,,,
,1,КОЈА КИНЕСКА РЕКА ЈЕ НАЈДУЖА РЕКА НА СВЕТУ КОЈА ТЕЧЕ САМО КРОЗ ЈЕДНУ ДРЖАВУ?,ЈАНГЦЕ / ЈАНГЦЕКЈАНГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,2,КАКО СЕ ЗОВЕ ОСНОВНА МЕРНА ЈЕДИНИЦА СИ СИСТЕМА ЗА КОЛИЧИНУ СУПСТАНЦЕ?,МОЛ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,3,"КО У СЕРИЈИ „БОЉИ ЖИВОТ“ ГЛУМИ СОВИЉКУ КОКУ СТАНКОВИЋ, СПОРЕДНИ ЛИ! С НАЈВЕЋИМ БРОЈЕМ ЕПИЗОДА?",ЈЕЛИЦА СРЕТЕНОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,4,КАКО СЕ У ПРЕФЕРАНСУ НАЗИВА ИГРА БЕЗ МДУТА У КОЈОЈ ОНАЈ КОЈИ ЈЕ ВОДИ МОРА MU ОДНЕСЕ НАЈМАЊЕ ШЕСТ ШТИХОВА?,САНС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,5,КОЈИ ГРЧКИ НАЗИВ КОРИСТИМО ЗА ПОДМОРНИЦУ КОЈА ИСТРАЖУЈЕ ВЕЛИКЕ МОРСКЕ ДУБИНЕ?,БАТИСКАФ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,6,У КОМ ГРАДУ СЕ СВАКЕ ГОДИНЕ ОДРЖАВА МУЗИЧКА МАНИФЕСТАЦИЈА „МОКРАЊЧЕВИ ДАНИ“?,У НЕГОТИНУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,7,ЈУЛИЈЕВСКО-КЛАУДИЈЕВСКА ДИНАСТИЈА ОБУХВАТАЛА ЈЕ ПРВИХ ПЕТ ЦАРЕВА КОГ ЦАРСТВА?,РИМСКОГ (ЦАРСТВА),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,8,КОЈОМ ЛАТИНСКОМ РЕЧЈУ ЗОВЕМО КЛЕШТА КОЈИМА СЕ ПРИ ТЕШКОМ ПОРОЂАЈУ ИЗВЛАЧИ ДЕТЕ?,ФОРЦЕПС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,9,КОЈА ДРУШТВЕНА ИГРА НА ТАБЛИ ЈЕ НАЗВАНА РЕЧЈУ КОЈА ОЗНАЧАВА ДОМИНАЦИЈУ ЈЕДНОГ ПРОДАВЦА НА ТРЖИШТУ?,MOHOTOJI,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
,10,КОЈИ СРПСКИ ФУДБАЛЕР ЈЕ 1998. ГОДИНЕ ДАО ТРИ ГОЛА ИЗ СЛОБОДНОГ УДАРЦА НА ЈЕДНОЈ УТАКМИЦИ ИТАЛИЈАНСКЕ СЕРИЈЕ А?,СИНИША МИХАЈЛОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.25 Slagalica.mp4
2019.05.26 Slagalica.mp4,,,,
,1,"ТРАДИЦИОНАЛНИ ИНСТРУМЕНТ СИТАР ПОТИЧЕ ИЗ ЈАПАНА, ИНДИЈЕ ИЛИ ГРУЗИЈЕ?",ИЗ ИНДИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.26 Slagalica.mp4
,2,КО ЈЕ У ФИЛМУ И СЕРИЈИ „ПОЛИЦАЈАЦ С ПЕТЛОВОГ БРДА“ ГЛУМИО НАСЛОВНОГ ЈУНАКА БОШКА СИМИЋА?,ЉУБИША САМАРЏИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.26 Slagalica.mp4
